18067,2030,stated,unspecified,2018
18067,2024,stated,unspecified,2018
18067,2050,stated,unspecified,2018
18067,2025,stated,unspecified,2018
18067,2023,stated,unspecified,2018
18067,2018,stated,unspecified,2018
18067,2040,stated,unspecified,2018
18067,2045,stated,unspecified,2018
18067,2035,stated,unspecified,2018
06101,2030,stated,unspecified,2018
06101,2024,stated,unspecified,2018
06101,2050,stated,unspecified,2018
06101,2025,stated,unspecified,2018
06101,2023,stated,unspecified,2018
06101,2018,stated,unspecified,2018
06101,2040,stated,unspecified,2018
06101,2045,stated,unspecified,2018
06101,2035,stated,unspecified,2018
06073,2030,stated,unspecified,2018
06073,2024,stated,unspecified,2018
06073,2050,stated,unspecified,2018
06073,2025,stated,unspecified,2018
06073,2023,stated,unspecified,2018
06073,2018,stated,unspecified,2018
06073,2040,stated,unspecified,2018
06073,2045,stated,unspecified,2018
06073,2035,stated,unspecified,2018
37043,2030,stated,unspecified,2018
37043,2024,stated,unspecified,2018
37043,2050,stated,unspecified,2018
37043,2025,stated,unspecified,2018
37043,2023,stated,unspecified,2018
37043,2018,stated,unspecified,2018
37043,2040,stated,unspecified,2018
37043,2045,stated,unspecified,2018
37043,2035,stated,unspecified,2018
21203,2030,stated,unspecified,2018
21203,2024,stated,unspecified,2018
21203,2050,stated,unspecified,2018
21203,2025,stated,unspecified,2018
21203,2023,stated,unspecified,2018
21203,2018,stated,unspecified,2018
21203,2040,stated,unspecified,2018
21203,2045,stated,unspecified,2018
21203,2035,stated,unspecified,2018
48185,2030,stated,unspecified,2018
48185,2024,stated,unspecified,2018
48185,2050,stated,unspecified,2018
48185,2025,stated,unspecified,2018
48185,2023,stated,unspecified,2018
48185,2018,stated,unspecified,2018
48185,2040,stated,unspecified,2018
48185,2045,stated,unspecified,2018
48185,2035,stated,unspecified,2018
51073,2030,stated,unspecified,2018
51073,2024,stated,unspecified,2018
51073,2050,stated,unspecified,2018
51073,2025,stated,unspecified,2018
51073,2023,stated,unspecified,2018
51073,2018,stated,unspecified,2018
51073,2040,stated,unspecified,2018
51073,2045,stated,unspecified,2018
51073,2035,stated,unspecified,2018
45023,2030,stated,unspecified,2018
45023,2024,stated,unspecified,2018
45023,2050,stated,unspecified,2018
45023,2025,stated,unspecified,2018
45023,2023,stated,unspecified,2018
45023,2018,stated,unspecified,2018
45023,2040,stated,unspecified,2018
45023,2045,stated,unspecified,2018
45023,2035,stated,unspecified,2018
29079,2030,stated,unspecified,2018
29079,2024,stated,unspecified,2018
29079,2050,stated,unspecified,2018
29079,2025,stated,unspecified,2018
29079,2023,stated,unspecified,2018
29079,2018,stated,unspecified,2018
29079,2040,stated,unspecified,2018
29079,2045,stated,unspecified,2018
29079,2035,stated,unspecified,2018
13135,2030,stated,unspecified,2018
13135,2024,stated,unspecified,2018
13135,2050,stated,unspecified,2018
13135,2025,stated,unspecified,2018
13135,2023,stated,unspecified,2018
13135,2018,stated,unspecified,2018
13135,2040,stated,unspecified,2018
13135,2045,stated,unspecified,2018
13135,2035,stated,unspecified,2018
48103,2030,stated,unspecified,2018
48103,2024,stated,unspecified,2018
48103,2050,stated,unspecified,2018
48103,2025,stated,unspecified,2018
48103,2023,stated,unspecified,2018
48103,2018,stated,unspecified,2018
48103,2040,stated,unspecified,2018
48103,2045,stated,unspecified,2018
48103,2035,stated,unspecified,2018
40147,2030,stated,unspecified,2018
40147,2024,stated,unspecified,2018
40147,2050,stated,unspecified,2018
40147,2025,stated,unspecified,2018
40147,2023,stated,unspecified,2018
40147,2018,stated,unspecified,2018
40147,2040,stated,unspecified,2018
40147,2045,stated,unspecified,2018
40147,2035,stated,unspecified,2018
31149,2030,stated,unspecified,2018
31149,2024,stated,unspecified,2018
31149,2050,stated,unspecified,2018
31149,2025,stated,unspecified,2018
31149,2023,stated,unspecified,2018
31149,2018,stated,unspecified,2018
31149,2040,stated,unspecified,2018
31149,2045,stated,unspecified,2018
31149,2035,stated,unspecified,2018
16001,2030,stated,unspecified,2018
16001,2024,stated,unspecified,2018
16001,2050,stated,unspecified,2018
16001,2025,stated,unspecified,2018
16001,2023,stated,unspecified,2018
16001,2018,stated,unspecified,2018
16001,2040,stated,unspecified,2018
16001,2045,stated,unspecified,2018
16001,2035,stated,unspecified,2018
20117,2030,stated,unspecified,2018
20117,2024,stated,unspecified,2018
20117,2050,stated,unspecified,2018
20117,2025,stated,unspecified,2018
20117,2023,stated,unspecified,2018
20117,2018,stated,unspecified,2018
20117,2040,stated,unspecified,2018
20117,2045,stated,unspecified,2018
20117,2035,stated,unspecified,2018
51023,2030,stated,unspecified,2018
51023,2024,stated,unspecified,2018
51023,2050,stated,unspecified,2018
51023,2025,stated,unspecified,2018
51023,2023,stated,unspecified,2018
51023,2018,stated,unspecified,2018
51023,2040,stated,unspecified,2018
51023,2045,stated,unspecified,2018
51023,2035,stated,unspecified,2018
30101,2030,stated,unspecified,2018
30101,2024,stated,unspecified,2018
30101,2050,stated,unspecified,2018
