geography,subsector
40065,construction
40065,mining
40067,construction
40067,mining
40069,construction
40069,mining
40071,construction
40071,mining
40073,construction
40073,mining
40075,construction
40075,mining
40077,construction
40077,mining
40081,construction
40081,mining
40083,construction
40083,mining
40085,construction
40085,mining
40087,mining
40089,mining
40091,construction
40091,mining
40093,construction
40093,mining
40095,construction
40095,mining
40097,mining
40099,construction
40099,mining
40101,mining
40103,construction
40103,mining
40105,construction
40105,mining
40107,construction
40107,mining
40109,mining
40111,construction
40113,mining
40115,construction
40115,mining
40117,construction
40117,mining
40119,mining
40123,construction
40123,mining
40125,mining
40127,construction
40127,mining
40129,construction
40129,mining
40131,mining
40133,construction
40133,mining
40135,construction
40135,mining
40137,mining
40139,construction
40139,mining
40141,construction
40141,mining
40143,mining
40145,mining
40147,construction
40147,mining
40149,construction
40149,mining
40151,construction
40151,mining
40153,construction
40153,mining
41001,construction
41001,mining
41003,mining
41005,mining
41007,mining
41009,mining
41011,construction
41011,mining
41013,mining
41015,construction
41015,mining
41017,mining
41019,mining
41021,construction
41021,mining
41023,construction
41023,mining
41025,mining
41027,construction
41027,mining
41029,mining
41031,mining
41033,mining
41035,mining
41037,construction
41037,mining
41039,mining
41041,mining
41043,mining
41045,construction
41045,mining
41047,mining
41049,mining
41051,mining
41053,mining
41055,construction
41055,mining
41057,mining
41059,construction
41059,mining
41061,construction
41061,mining
41063,construction
41063,mining
41065,construction
41065,mining
41067,mining
41069,construction
41069,mining
41071,mining
42001,construction
42009,construction
42013,construction
42023,construction
42025,construction
42031,construction
42035,construction
42037,construction
42047,construction
42049,mining
42053,construction
42053,mining
42057,construction
42059,construction
42065,construction
42067,construction
42067,mining
42083,mining
42087,construction
42093,construction
42093,mining
42097,construction
42099,construction
42099,mining
42101,mining
42103,construction
42103,mining
42105,construction
42109,mining
42111,construction
42113,construction
42113,mining
42117,construction
42119,construction
42121,construction
42123,construction
42127,construction
42131,construction
42131,mining
44001,mining
44003,mining
44005,mining
44007,mining
44009,mining
45001,mining
45003,mining
45005,construction
45005,mining
45009,construction
45009,mining
45011,construction
45011,mining
45013,mining
45015,mining
45017,construction
45017,mining
45019,mining
45023,construction
45023,mining
45027,mining
45029,mining
45031,mining
45033,construction
45033,mining
45035,mining
45037,construction
45037,mining
45039,construction
45039,mining
45041,mining
45043,construction
45043,mining
45047,mining
45049,construction
45049,mining
45051,mining
45053,mining
45055,mining
45057,mining
45059,mining
45061,mining
45063,mining
45065,construction
45065,mining
45067,mining
45069,construction
45069,mining
45073,mining
45075,mining
45077,mining
45079,mining
45081,construction
45081,mining
45085,mining
45087,mining
45089,mining
46003,construction
46003,mining
46005,construction
46005,mining
46007,construction
46007,mining
46009,construction
46009,mining
46011,construction
46011,mining
46013,construction
46013,mining
46015,construction
46015,mining
46017,construction
46017,mining
46019,construction
46019,mining
46021,construction
46021,mining
46023,construction
46023,mining
46025,construction
46025,mining
46027,construction
46027,mining
46029,mining
46031,construction
46031,mining
46033,construction
46033,mining
46035,mining
46037,construction
46037,mining
46039,construction
46039,mining
46041,construction
46041,mining
46043,construction
46043,mining
46045,construction
46045,mining
46047,construction
46047,mining
46049,construction
46049,mining
46051,construction
46051,mining
46053,construction
46053,mining
46055,construction
46055,mining
46057,construction
46057,mining
46059,construction
46059,mining
46061,construction
46061,mining
46063,construction
46063,mining
46065,construction
46065,mining
46067,construction
46067,mining
46069,construction
46069,mining
46071,mining
46073,construction
46073,mining
46075,construction
46075,mining
46077,construction
46077,mining
46079,construction
46079,mining
46081,mining
46083,mining
46085,construction
46085,mining
46087,construction
46087,mining
46089,construction
46089,mining
46091,construction
46091,mining
46093,construction
46093,mining
46095,construction
46095,mining
46097,construction
46097,mining
46099,mining
46101,construction
46101,mining
46102,construction
46102,mining
46103,mining
46105,construction
46105,mining
46107,construction
46107,mining
46109,construction
46109,mining
46111,construction
46111,mining
46115,construction
46115,mining
46117,construction
46117,mining
46119,construction
46119,mining
46121,construction
46121,mining
46123,construction
46123,mining
46125,construction
46125,mining
46127,construction
46127,mining
46129,construction
46129,mining
46135,construction
46135,mining
46137,construction
46137,mining
47003,mining
47005,construction
47007,construction
47011,mining
47013,construction
47015,construction
47015,mining
47017,construction
47019,construction
47019,mining
47021,construction
47021,mining
47023,construction
47023,mining
47025,construction
47027,mining
47029,construction
47029,mining
47033,construction
47033,mining
47037,mining
47039,construction
47039,mining
47041,mining
47043,mining
47045,construction
47045,mining
47047,construction
47047,mining
47051,construction
47051,mining
47053,construction
47053,mining
47055,construction
47055,mining
47057,construction
47057,mining
47059,mining
47061,construction
47063,mining
47067,construction
47067,mining
47069,construction
47069,mining
47071,construction
47071,mining
47073,construction
47075,mining
47077,mining
47081,construction
47083,construction
47083,mining
47085,construction
47085,mining
47087,construction
47087,mining
47091,construction
47091,mining
47095,construction
47095,mining
47097,construction
47097,mining
47101,construction
47103,mining
47105,mining
47107,construction
47107,mining
47109,construction
47109,mining
47111,construction
47111,mining
47113,mining
47115,construction
47117,construction
47117,mining
47119,mining
47121,construction
47123,mining
47127,construction
47127,mining
47129,construction
47131,construction
47131,mining
47133,construction
47135,construction
47135,mining
47137,construction
47137,mining
47139,construction
47143,construction
47145,construction
47149,mining
47151,construction
47155,mining
47157,mining
47159,construction
47161,construction
47165,mining
47167,construction
47167,mining
47169,construction
47169,mining
47173,construction
47175,construction
47177,construction
47179,mining
47181,construction
47181,mining
47183,construction
47183,mining
47185,construction
47187,mining
48001,construction
48001,mining
48003,mining
48005,mining
48007,mining
48009,construction
48009,mining
48011,construction
48011,mining
48013,construction
48013,mining
48015,mining
48017,construction
48017,mining
48019,mining
48021,mining
48023,construction
48023,mining
48025,mining
48027,mining
48029,mining
48031,construction
48031,mining
48033,construction
48033,mining
48035,mining
48037,mining
48039,mining
48041,mining
48043,construction
48043,mining
48045,construction
48045,mining
48047,construction
48047,mining
48049,construction
48049,mining
48051,construction
48051,mining
48053,mining
48055,mining
48057,mining
48059,construction
48059,mining
48061,mining
48063,construction
48063,mining
48065,construction
48065,mining
48067,mining
48069,construction
48069,mining
48071,mining
48073,mining
48075,construction
48075,mining
48077,mining
48079,construction
48079,mining
48081,construction
48081,mining
48083,construction
48083,mining
48085,mining
48087,mining
48089,construction
48089,mining
48091,mining
48093,construction
48093,mining
48095,construction
48095,mining
48097,construction
48097,mining
48099,mining
48101,construction
48101,mining
48103,mining
48105,construction
48105,mining
48107,construction
48107,mining
48109,construction
48109,mining
48111,construction
48111,mining
48113,mining
48115,construction
48115,mining
48117,construction
48117,mining
48119,construction
48119,mining
48121,mining
48123,mining
48125,construction
48125,mining
48127,construction
48127,mining
48129,construction
48129,mining
48131,construction
48131,mining
48133,construction
48133,mining
48135,mining
48137,construction
48137,mining
48139,mining
48141,mining
48143,construction
48143,mining
48145,construction
48145,mining
48147,construction
48147,mining
48149,construction
48149,mining
48151,construction
48151,mining
48153,construction
48153,mining
48155,construction
48155,mining
48157,mining
48159,construction
48159,mining
48161,construction
48161,mining
48163,construction
48163,mining
48165,mining
48167,mining
48169,construction
48169,mining
48171,mining
48173,construction
48173,mining
48175,construction
48175,mining
48177,mining
48179,construction
48179,mining
48181,mining
48183,mining
48185,construction
48185,mining
48187,mining
48189,construction
48189,mining
48191,construction
48191,mining
48193,construction
48193,mining
48195,construction
48195,mining
48197,construction
48197,mining
48199,mining
48201,mining
48203,construction
48203,mining
48205,construction
48205,mining
48207,construction
48207,mining
48209,mining
48211,construction
48211,mining
48213,mining
48215,mining
48217,mining
48219,construction
48219,mining
48221,mining
48223,mining
48225,construction
48225,mining
48227,mining
48229,construction
48229,mining
48231,mining
48233,construction
48233,mining
48235,construction
48235,mining
48237,construction
48237,mining
48239,mining
48241,construction
48241,mining
48243,construction
48243,mining
48245,mining
48247,construction
48247,mining
48249,construction
48249,mining
48251,mining
48253,construction
48253,mining
48255,mining
48257,mining
48259,mining
48261,construction
48261,mining
48263,construction
48263,mining
48265,mining
48267,construction
48267,mining
48269,construction
48269,mining
48271,construction
48271,mining
48273,mining
48275,construction
48275,mining
48277,construction
48277,mining
48279,mining
48281,construction
48281,mining
48283,construction
48283,mining
48285,construction
48285,mining
48287,construction
48287,mining
48289,construction
48289,mining
48291,mining
48293,construction
48293,mining
48295,mining
48297,construction
48297,mining
48299,construction
48299,mining
48301,construction
48301,mining
48303,mining
48305,construction
48305,mining
48307,construction
48307,mining
48309,mining
48311,construction
48311,mining
48313,construction
48313,mining
48315,construction
48315,mining
48317,construction
48317,mining
48319,construction
48319,mining
48321,mining
48323,mining
48325,construction
48325,mining
48327,construction
48327,mining
48329,mining
48331,construction
48331,mining
48333,construction
48333,mining
48335,construction
48335,mining
48337,construction
48337,mining
48339,mining
48341,construction
48341,mining
48343,construction
48343,mining
48345,construction
48345,mining
48347,construction
48347,mining
48349,mining
48351,construction
48351,mining
48353,construction
48353,mining
48355,mining
48357,construction
48357,mining
48359,construction
48359,mining
48361,construction
48361,mining
48363,mining
48365,mining
48367,mining
48369,construction
48369,mining
48371,mining
48373,mining
48375,mining
48377,construction
48377,mining
48379,construction
48379,mining
48381,mining
48383,construction
48383,mining
48385,construction
48385,mining
48387,construction
48387,mining
48389,mining
48391,construction
48391,mining
48393,construction
48393,mining
48395,mining
48397,mining
48399,construction
48399,mining
48401,construction
48401,mining
48403,construction
48403,mining
48405,construction
48405,mining
48407,mining
48409,mining
48411,construction
48411,mining
48413,construction
48413,mining
48415,construction
48415,mining
48417,construction
48417,mining
48419,construction
48419,mining
48421,construction
48421,mining
48423,mining
48425,construction
48425,mining
48427,mining
48429,construction
48429,mining
48431,construction
48431,mining
48433,construction
48433,mining
48435,construction
48435,mining
48437,construction
48437,mining
48439,mining
48441,mining
48443,construction
48443,mining
48445,mining
48447,construction
48447,mining
48449,construction
48449,mining
48451,mining
48453,mining
48455,construction
48455,mining
48457,construction
48457,mining
48459,mining
48461,construction
48461,mining
48463,mining
48465,construction
48465,mining
48467,construction
48467,mining
48469,mining
48471,mining
48473,mining
48475,mining
48477,mining
48479,mining
48481,construction
48481,mining
48483,construction
48483,mining
48485,mining
48487,construction
48487,mining
48489,construction
48489,mining
48491,mining
48493,mining
48495,mining
48497,mining
48499,construction
48499,mining
48501,construction
48501,mining
48503,construction
48503,mining
48505,construction
48505,mining
48507,construction
48507,mining
49001,construction
49001,mining
49003,mining
49005,mining
49009,construction
49009,mining
49011,mining
49013,construction
49013,mining
49015,construction
49017,construction
49017,mining
49019,mining
49021,mining
49023,construction
49023,mining
49025,construction
49025,mining
49027,construction
49027,mining
49029,construction
49029,mining
49031,construction
49031,mining
49033,construction
49033,mining
49035,mining
49037,construction
49037,mining
49039,construction
49039,mining
49041,construction
49045,mining
49047,construction
49047,mining
49049,mining
49051,mining
49053,mining
49055,construction
49055,mining
49057,mining
50001,construction
50001,mining
50003,construction
50003,mining
50005,construction
50005,mining
50009,construction
50009,mining
50011,construction
50011,mining
50013,construction
50013,mining
50015,construction
50017,construction
50019,construction
50019,mining
50023,construction
51001,mining
51005,construction
51007,construction
51009,construction
51011,construction
51017,construction
51021,construction
51025,construction
51025,mining
51029,construction
51033,mining
51036,construction
51037,mining
51041,mining
51043,construction
51045,construction
51049,construction
51049,mining
51051,construction
51053,construction
51053,mining
51065,construction
51067,construction
51071,construction
51073,mining
51077,construction
51079,construction
51081,construction
51081,mining
51083,construction
51091,construction
51091,mining
51093,construction
51093,mining
51097,construction
51097,mining
51099,mining
51101,construction
51101,mining
51103,construction
51103,mining
51105,construction
51107,mining
51109,construction
51111,construction
51111,mining
51113,construction
51115,construction
51115,mining
51117,construction
51119,construction
51119,mining
51125,construction
51127,construction
51131,construction
51131,mining
51133,construction
51133,mining
51135,construction
51135,mining
51137,construction
51137,mining
51139,construction
51139,mining
51141,construction
51147,construction
51149,mining
51153,mining
51155,construction
51157,construction
51159,mining
51161,construction
51163,construction
51167,construction
51173,construction
51175,mining
51179,mining
51181,construction
51181,mining
51183,construction
51183,mining
51185,construction
51191,mining
51193,construction
51193,mining
51195,construction
51199,mining
51510,mining
51520,mining
51530,construction
51530,mining
51540,mining
51550,mining
51570,mining
51580,construction
51580,mining
51590,construction
51590,mining
51595,construction
51595,mining
51600,mining
51600,water_treatment
51610,mining
51620,mining
51620,water_treatment
51630,mining
51640,construction
51640,mining
51650,mining
51650,water_treatment
51660,mining
51660,water_treatment
51670,mining
51678,construction
51678,mining
51680,mining
51683,mining
51685,mining
51690,mining
51700,mining
51710,mining
51720,construction
51730,construction
51730,mining
51735,construction
51735,mining
51740,mining
51750,construction
51750,mining
51760,mining
51760,water_treatment
51770,mining
51770,water_treatment
51775,mining
51790,construction
51790,mining
51800,mining
51810,mining
51820,construction
51820,mining
51830,mining
51840,mining
53001,construction
53001,mining
53003,construction
53003,mining
53005,mining
53007,mining
53009,construction
53009,mining
53011,mining
53013,construction
53013,mining
53015,mining
53017,mining
53019,construction
53019,mining
53021,mining
53023,construction
53023,mining
53025,mining
53027,construction
53027,mining
53029,mining
53031,construction
53031,mining
53033,mining
53035,mining
53037,mining
53039,construction
53039,mining
53041,construction
53041,mining
53043,construction
53043,mining
53045,mining
53047,construction
53047,mining
53049,construction
53049,mining
53051,construction
53051,mining
53053,mining
53055,construction
53055,mining
53057,mining
53059,construction
53059,mining
53061,mining
53063,mining
53065,construction
53065,mining
53067,mining
53069,construction
53069,mining
53071,construction
53071,mining
53073,mining
53075,mining
53077,mining
54001,construction
54005,construction
54007,construction
54009,construction
54013,construction
54015,construction
54017,construction
54019,construction
54021,construction
54023,construction
54025,construction
54027,construction
54029,construction
54031,construction
54035,construction
54037,construction
54041,construction
54047,construction
54049,construction
54051,construction
54055,construction
54057,construction
54059,construction
54063,construction
54065,construction
54065,mining
54067,construction
54071,construction
54073,construction
54075,construction
54077,construction
54079,construction
54081,construction
54083,construction
54085,construction
54087,construction
54089,construction
54091,construction
54093,construction
54095,construction
54095,mining
54099,construction
54101,construction
54103,construction
54105,construction
54109,construction
55001,construction
55001,mining
55003,construction
55005,mining
55007,construction
55007,mining
55009,mining
55011,construction
55011,mining
55013,construction
55013,mining
55015,mining
55017,mining
55019,construction
55019,mining
55021,mining
55023,construction
55023,mining
55025,mining
55029,mining
55031,construction
55033,mining
55035,mining
55037,construction
55039,mining
55041,construction
55041,mining
55045,construction
55045,mining
55047,construction
55047,mining
55049,construction
55051,construction
55053,construction
55055,mining
55057,construction
55057,mining
55059,mining
55061,construction
55061,mining
55063,mining
55065,construction
55067,construction
55067,mining
55069,mining
55075,mining
55077,mining
55078,construction
55078,mining
55079,mining
55081,mining
55083,construction
55083,mining
55085,construction
55085,mining
55087,mining
55089,mining
55091,construction
55091,mining
55093,construction
55095,construction
55095,mining
55097,mining
55099,construction
55099,mining
55101,mining
55103,mining
55105,mining
55107,mining
55109,mining
55113,construction
55113,mining
55115,mining
55117,mining
55119,mining
55121,mining
55123,construction
55123,mining
55125,mining
55127,mining
55129,construction
55129,mining
55131,mining
55133,mining
55135,mining
55137,mining
55139,mining
55141,mining
56001,mining
56003,construction
56003,mining
56005,construction
56005,mining
56009,construction
56009,mining
56011,construction
56011,mining
56013,construction
56013,mining
56015,construction
56015,mining
56017,construction
56017,mining
56019,construction
56019,mining
56021,mining
56025,mining
56027,construction
56027,mining
56029,construction
56029,mining
56031,construction
56031,mining
56033,construction
56033,mining
56035,construction
56035,mining
56039,mining
56041,construction
56041,mining
56043,construction
56043,mining
56045,construction
56045,mining
01001,cement_concrete
01001,chemical
01001,iron_steel
01001,pesticides_fertilizer
01001,pet_refinery
01003,cement_concrete
01003,pulp_paper
01005,cement_concrete
01005,iron_steel
01005,pet_refinery
01005,pulp_paper
01007,cement_concrete
01007,chemical
01007,food_bev
01007,pesticides_fertilizer
01007,pet_refinery
01007,pulp_paper
01009,cement_concrete
01009,pesticides_fertilizer
01009,pet_refinery
01009,pulp_paper
01011,cement_concrete
01011,iron_steel
01011,pesticides_fertilizer
01011,pet_refinery
01011,pulp_paper
01013,cement_concrete
01013,food_bev
01013,iron_steel
01013,pet_refinery
01013,pulp_paper
01015,cement_concrete
01015,pesticides_fertilizer
01017,cement_concrete
01017,chemical
01017,iron_steel
01017,pesticides_fertilizer
01017,pulp_paper
01019,cement_concrete
01019,chemical
01019,iron_steel
01019,pesticides_fertilizer
01019,pet_refinery
01019,pulp_paper
01021,cement_concrete
01021,chemical
01021,pesticides_fertilizer
01021,pet_refinery
01021,pulp_paper
01023,cement_concrete
01023,food_bev
01023,iron_steel
01023,pesticides_fertilizer
01023,pulp_paper
01025,cement_concrete
01025,food_bev
01025,iron_steel
01025,pesticides_fertilizer
01025,pet_refinery
01027,cement_concrete
01027,chemical
01027,iron_steel
01027,pesticides_fertilizer
01027,pet_refinery
01027,pulp_paper
01029,cement_concrete
01029,chemical
01029,pesticides_fertilizer
01029,pet_refinery
01029,pulp_paper
01031,cement_concrete
01031,iron_steel
01031,pesticides_fertilizer
01031,pulp_paper
01033,cement_concrete
01035,cement_concrete
01035,iron_steel
01035,pet_refinery
01035,pulp_paper
01037,cement_concrete
01037,chemical
01037,food_bev
01037,iron_steel
01037,pesticides_fertilizer
01037,pet_refinery
01037,pulp_paper
01039,cement_concrete
01039,iron_steel
01039,pulp_paper
01041,cement_concrete
01041,iron_steel
01041,pet_refinery
01041,pulp_paper
01043,cement_concrete
01043,pesticides_fertilizer
01043,pet_refinery
01043,pulp_paper
01045,cement_concrete
01045,iron_steel
01045,pulp_paper
01047,cement_concrete
01049,cement_concrete
01049,chemical
01049,pesticides_fertilizer
01049,pulp_paper
01051,cement_concrete
01051,chemical
01051,iron_steel
01051,pesticides_fertilizer
01051,pet_refinery
01051,pulp_paper
01053,cement_concrete
01053,food_bev
01053,iron_steel
01053,pesticides_fertilizer
01055,cement_concrete
01055,pesticides_fertilizer
01057,cement_concrete
01057,chemical
01057,iron_steel
01057,pesticides_fertilizer
01057,pet_refinery
01057,pulp_paper
01059,cement_concrete
01059,chemical
01059,pesticides_fertilizer
01059,pet_refinery
01059,pulp_paper
01061,cement_concrete
01061,iron_steel
01061,pet_refinery
01061,pulp_paper
01063,cement_concrete
01063,chemical
01063,iron_steel
01063,pesticides_fertilizer
01063,pulp_paper
01065,cement_concrete
01065,iron_steel
01065,pet_refinery
01065,pulp_paper
01067,cement_concrete
01067,chemical
01067,pesticides_fertilizer
01067,pet_refinery
01067,pulp_paper
01069,cement_concrete
01071,cement_concrete
01071,pesticides_fertilizer
01071,pulp_paper
01073,pesticides_fertilizer
01075,cement_concrete
01075,chemical
01075,food_bev
01075,pesticides_fertilizer
01075,pet_refinery
01075,pulp_paper
01077,cement_concrete
01077,iron_steel
01077,pet_refinery
01077,pulp_paper
01079,cement_concrete
01079,iron_steel
01079,pet_refinery
01079,pulp_paper
01081,cement_concrete
01081,iron_steel
01081,pulp_paper
01083,cement_concrete
01083,chemical
01083,iron_steel
01083,pesticides_fertilizer
01083,pet_refinery
01083,pulp_paper
01085,cement_concrete
01085,iron_steel
01085,pesticides_fertilizer
01085,pet_refinery
01085,pulp_paper
01087,cement_concrete
01087,chemical
01087,food_bev
01087,iron_steel
01087,pesticides_fertilizer
01087,pulp_paper
01089,cement_concrete
01091,iron_steel
01091,pet_refinery
01093,cement_concrete
01093,chemical
01093,food_bev
01093,iron_steel
01093,pesticides_fertilizer
01093,pet_refinery
01093,pulp_paper
01095,cement_concrete
01095,pesticides_fertilizer
01095,pulp_paper
01099,cement_concrete
01099,chemical
01099,iron_steel
01099,pesticides_fertilizer
01099,pet_refinery
01101,cement_concrete
01101,pulp_paper
01103,cement_concrete
01103,pet_refinery
01103,pulp_paper
01105,cement_concrete
01105,chemical
01105,iron_steel
01105,pesticides_fertilizer
01105,pet_refinery
01107,cement_concrete
01107,chemical
01107,iron_steel
01107,pesticides_fertilizer
01107,pet_refinery
01107,pulp_paper
01109,cement_concrete
01109,iron_steel
01109,pet_refinery
01109,pulp_paper
01111,cement_concrete
01111,chemical
01111,pesticides_fertilizer
01111,pet_refinery
01111,pulp_paper
01113,cement_concrete
01113,iron_steel
01113,pesticides_fertilizer
01113,pet_refinery
01115,pesticides_fertilizer
01115,pulp_paper
01117,pesticides_fertilizer
01117,pulp_paper
01119,cement_concrete
01119,food_bev
01119,iron_steel
01119,pesticides_fertilizer
01119,pet_refinery
01119,pulp_paper
01121,cement_concrete
01123,cement_concrete
01123,pesticides_fertilizer
01123,pet_refinery
01123,pulp_paper
01125,cement_concrete
01127,cement_concrete
01127,iron_steel
01127,pesticides_fertilizer
01127,pulp_paper
01129,cement_concrete
01129,food_bev
01129,pulp_paper
01131,cement_concrete
01131,food_bev
01131,iron_steel
01131,pesticides_fertilizer
01131,pet_refinery
01133,cement_concrete
01133,chemical
01133,food_bev
01133,pesticides_fertilizer
01133,pet_refinery
01133,pulp_paper
02013,cement_concrete
02013,chemical
02013,iron_steel
02013,other
02013,pesticides_fertilizer
02013,pet_refinery
02013,pulp_paper
02016,cement_concrete
02016,chemical
02016,iron_steel
02016,pesticides_fertilizer
02016,pet_refinery
02016,pulp_paper
02020,cement_concrete
02020,pesticides_fertilizer
02020,pulp_paper
02050,cement_concrete
02050,chemical
02050,food_bev
02050,iron_steel
02050,pesticides_fertilizer
02050,pet_refinery
02050,pulp_paper
02060,cement_concrete
02060,chemical
02060,iron_steel
02060,pesticides_fertilizer
02060,pet_refinery
02060,pulp_paper
02063,cement_concrete
02063,chemical
02063,datacenter
02063,iron_steel
02063,pesticides_fertilizer
02063,pulp_paper
02068,cement_concrete
02068,chemical
02068,food_bev
02068,iron_steel
02068,other
02068,pesticides_fertilizer
02068,pet_refinery
02068,pulp_paper
02070,cement_concrete
02070,chemical
02070,iron_steel
02070,other
02070,pesticides_fertilizer
02070,pet_refinery
02070,pulp_paper
02090,cement_concrete
02090,pesticides_fertilizer
02090,pulp_paper
02100,cement_concrete
02100,chemical
02100,iron_steel
02100,pesticides_fertilizer
02100,pet_refinery
02100,pulp_paper
02105,cement_concrete
02105,chemical
02105,food_bev
02105,iron_steel
02105,other
02105,pesticides_fertilizer
02105,pet_refinery
02105,pulp_paper
02110,cement_concrete
02110,chemical
02110,pesticides_fertilizer
02110,pet_refinery
02110,pulp_paper
02122,cement_concrete
02122,chemical
02122,pesticides_fertilizer
02122,pulp_paper
02130,cement_concrete
02130,chemical
02130,iron_steel
02130,pesticides_fertilizer
02130,pet_refinery
02130,pulp_paper
02150,cement_concrete
02150,chemical
02150,iron_steel
02150,pesticides_fertilizer
02150,pet_refinery
02150,pulp_paper
02158,cement_concrete
02158,chemical
02158,food_bev
02158,iron_steel
02158,pesticides_fertilizer
02158,pet_refinery
02158,pulp_paper
02164,cement_concrete
02164,chemical
02164,food_bev
02164,iron_steel
02164,other
02164,pesticides_fertilizer
02164,pet_refinery
02164,pulp_paper
02170,cement_concrete
02170,chemical
02170,iron_steel
02170,pesticides_fertilizer
02170,pet_refinery
02170,pulp_paper
02180,cement_concrete
02180,chemical
02180,food_bev
02180,iron_steel
02180,other
02180,pesticides_fertilizer
02180,pet_refinery
02180,pulp_paper
02185,cement_concrete
02185,chemical
02185,food_bev
02185,iron_steel
02185,pesticides_fertilizer
02185,pulp_paper
02188,cement_concrete
02188,chemical
02188,food_bev
02188,iron_steel
02188,other
02188,pesticides_fertilizer
02188,pet_refinery
02188,pulp_paper
02195,cement_concrete
02195,chemical
02195,food_bev
02195,iron_steel
02195,other
02195,pesticides_fertilizer
02195,pet_refinery
02195,pulp_paper
02198,cement_concrete
02198,chemical
02198,iron_steel
02198,pesticides_fertilizer
02198,pet_refinery
02198,pulp_paper
02220,cement_concrete
02220,chemical
02220,iron_steel
02220,pesticides_fertilizer
02220,pet_refinery
02220,pulp_paper
02230,cement_concrete
02230,chemical
02230,iron_steel
02230,other
02230,pesticides_fertilizer
02230,pet_refinery
02230,pulp_paper
02240,cement_concrete
02240,chemical
02240,iron_steel
02240,pesticides_fertilizer
02240,pet_refinery
02240,pulp_paper
02261,cement_concrete
02261,chemical
02261,food_bev
02261,iron_steel
02261,other
02261,pesticides_fertilizer
02261,pet_refinery
02261,pulp_paper
02275,cement_concrete
02275,chemical
02275,iron_steel
02275,pesticides_fertilizer
02275,pet_refinery
02275,pulp_paper
02282,cement_concrete
02282,chemical
02282,food_bev
02282,iron_steel
02282,other
02282,pesticides_fertilizer
02282,pet_refinery
02282,pulp_paper
02290,cement_concrete
02290,chemical
02290,food_bev
02290,iron_steel
02290,other
02290,pesticides_fertilizer
02290,pet_refinery
02290,pulp_paper
04001,cement_concrete
04001,chemical
04001,iron_steel
04001,pesticides_fertilizer
04001,pet_refinery
04001,pulp_paper
04003,cement_concrete
04003,iron_steel
04003,pulp_paper
04005,cement_concrete
04005,iron_steel
04005,pesticides_fertilizer
04005,pulp_paper
04007,cement_concrete
04007,food_bev
04007,iron_steel
04007,pesticides_fertilizer
04007,pet_refinery
04007,pulp_paper
04009,cement_concrete
04009,chemical
04009,iron_steel
04009,pesticides_fertilizer
04009,pet_refinery
04009,pulp_paper
04011,cement_concrete
04011,chemical
04011,food_bev
04011,iron_steel
04011,pesticides_fertilizer
04011,pet_refinery
04011,pulp_paper
04012,cement_concrete
04012,chemical
04012,iron_steel
04012,pesticides_fertilizer
04012,pet_refinery
04012,pulp_paper
04013,cement_concrete
04015,cement_concrete
04015,iron_steel
04015,pesticides_fertilizer
04015,pulp_paper
04017,cement_concrete
04017,pulp_paper
04019,pulp_paper
04021,cement_concrete
04021,pulp_paper
04023,cement_concrete
04023,chemical
04023,iron_steel
04023,pesticides_fertilizer
04023,pet_refinery
04023,pulp_paper
04025,iron_steel
04025,pesticides_fertilizer
04025,pet_refinery
04025,pulp_paper
04027,cement_concrete
04027,pet_refinery
05001,cement_concrete
05001,iron_steel
05001,pet_refinery
05001,pulp_paper
05003,cement_concrete
05003,iron_steel
05003,pesticides_fertilizer
05003,pet_refinery
05005,cement_concrete
05005,chemical
05005,iron_steel
05005,pesticides_fertilizer
05005,pulp_paper
05007,cement_concrete
05007,iron_steel
05007,pesticides_fertilizer
05007,pet_refinery
05007,pulp_paper
05009,cement_concrete
05009,iron_steel
05009,pet_refinery
05009,pulp_paper
05011,cement_concrete
05011,chemical
05011,food_bev
05011,iron_steel
05011,pesticides_fertilizer
05011,pet_refinery
05011,pulp_paper
05013,cement_concrete
05013,food_bev
05013,iron_steel
05013,pesticides_fertilizer
05013,pet_refinery
05013,pulp_paper
05015,cement_concrete
05015,chemical
05015,iron_steel
05015,pesticides_fertilizer
05015,pet_refinery
05015,pulp_paper
05017,cement_concrete
05017,chemical
05017,iron_steel
05017,pesticides_fertilizer
05017,pet_refinery
05017,pulp_paper
05019,cement_concrete
05019,chemical
05019,iron_steel
05019,pesticides_fertilizer
05019,pulp_paper
05021,cement_concrete
05021,chemical
05021,iron_steel
05021,pesticides_fertilizer
05021,pet_refinery
05021,pulp_paper
05023,cement_concrete
05023,food_bev
05023,iron_steel
05023,pesticides_fertilizer
05023,pet_refinery
05023,pulp_paper
05025,cement_concrete
05025,chemical
05025,food_bev
05025,iron_steel
05025,pesticides_fertilizer
05025,pet_refinery
05025,pulp_paper
05027,cement_concrete
05027,iron_steel
05027,pesticides_fertilizer
05027,pet_refinery
05027,pulp_paper
05029,cement_concrete
05029,iron_steel
05031,cement_concrete
05031,iron_steel
05031,pesticides_fertilizer
05031,pulp_paper
05033,cement_concrete
05033,pesticides_fertilizer
05033,pulp_paper
05035,cement_concrete
05035,pesticides_fertilizer
05035,pulp_paper
05037,cement_concrete
05037,chemical
05037,iron_steel
05037,pesticides_fertilizer
05037,pet_refinery
05037,pulp_paper
05039,cement_concrete
05039,chemical
05039,iron_steel
05039,pesticides_fertilizer
05039,pet_refinery
05039,pulp_paper
05041,cement_concrete
05041,iron_steel
05041,pet_refinery
05043,cement_concrete
