geography,subsector
40081,pet_refinery
40081,pulp_paper
40083,cement_concrete
40083,chemical
40083,iron_steel
40083,pesticides_fertilizer
40083,pulp_paper
40085,cement_concrete
40085,chemical
40085,food_bev
40085,iron_steel
40085,pesticides_fertilizer
40085,pet_refinery
40085,pulp_paper
40087,cement_concrete
40087,iron_steel
40087,pesticides_fertilizer
40087,pet_refinery
40087,pulp_paper
40089,cement_concrete
40089,chemical
40089,iron_steel
40089,pesticides_fertilizer
40089,pet_refinery
40091,cement_concrete
40091,chemical
40091,iron_steel
40091,pesticides_fertilizer
40091,pet_refinery
40091,pulp_paper
40093,cement_concrete
40093,chemical
40093,iron_steel
40093,pesticides_fertilizer
40093,pet_refinery
40093,pulp_paper
40095,cement_concrete
40095,chemical
40095,iron_steel
40095,pesticides_fertilizer
40095,pet_refinery
40095,pulp_paper
40099,cement_concrete
40099,iron_steel
40099,pesticides_fertilizer
40099,pulp_paper
40101,cement_concrete
40101,pesticides_fertilizer
40101,pulp_paper
40103,cement_concrete
40103,iron_steel
40103,pet_refinery
40103,pulp_paper
40105,cement_concrete
40105,chemical
40105,iron_steel
40105,pesticides_fertilizer
40105,pet_refinery
40105,pulp_paper
40107,cement_concrete
40107,chemical
40107,food_bev
40107,iron_steel
40107,pesticides_fertilizer
40107,pet_refinery
40107,pulp_paper
40109,cement_concrete
40111,cement_concrete
40111,iron_steel
40111,pesticides_fertilizer
40111,pet_refinery
40111,pulp_paper
40113,cement_concrete
40113,chemical
40113,iron_steel
40113,pesticides_fertilizer
40113,pulp_paper
40115,cement_concrete
40115,pet_refinery
40115,pulp_paper
40117,cement_concrete
40117,chemical
40117,iron_steel
40117,pesticides_fertilizer
40117,pet_refinery
40117,pulp_paper
40119,cement_concrete
40119,iron_steel
40119,pesticides_fertilizer
40119,pulp_paper
40121,cement_concrete
40121,pesticides_fertilizer
40121,pulp_paper
40123,pesticides_fertilizer
40123,pulp_paper
40125,cement_concrete
40125,pesticides_fertilizer
40125,pulp_paper
40127,cement_concrete
40127,chemical
40127,food_bev
40127,iron_steel
40127,pesticides_fertilizer
40127,pet_refinery
40127,pulp_paper
40129,cement_concrete
40129,food_bev
40129,iron_steel
40129,pet_refinery
40129,pulp_paper
40131,pulp_paper
40133,cement_concrete
40133,iron_steel
40133,pesticides_fertilizer
40133,pet_refinery
40133,pulp_paper
40135,cement_concrete
40135,iron_steel
40135,pesticides_fertilizer
40135,pet_refinery
40135,pulp_paper
40137,cement_concrete
40137,pesticides_fertilizer
40137,pet_refinery
40137,pulp_paper
40139,cement_concrete
40139,chemical
40139,iron_steel
40139,pesticides_fertilizer
40139,pet_refinery
40139,pulp_paper
40141,cement_concrete
40141,chemical
40141,food_bev
40141,iron_steel
40141,pesticides_fertilizer
40141,pet_refinery
40141,pulp_paper
40143,cement_concrete
40143,pulp_paper
40145,cement_concrete
40145,chemical
40145,iron_steel
40145,pesticides_fertilizer
40145,pet_refinery
40145,pulp_paper
40147,cement_concrete
40147,iron_steel
40147,pesticides_fertilizer
40147,pulp_paper
40149,cement_concrete
40149,iron_steel
40149,pet_refinery
40149,pulp_paper
40151,cement_concrete
40151,chemical
40151,iron_steel
40151,pesticides_fertilizer
40151,pet_refinery
40151,pulp_paper
40153,cement_concrete
40153,chemical
40153,iron_steel
40153,pesticides_fertilizer
40153,pet_refinery
40153,pulp_paper
41001,chemical
41001,iron_steel
41001,pesticides_fertilizer
41001,pet_refinery
41001,pulp_paper
41003,cement_concrete
41003,chemical
41003,iron_steel
41003,pesticides_fertilizer
41003,pet_refinery
41005,cement_concrete
41007,cement_concrete
41007,iron_steel
41007,pet_refinery
41007,pulp_paper
41009,cement_concrete
41009,iron_steel
41009,pet_refinery
41011,cement_concrete
41011,chemical
41011,iron_steel
41011,pesticides_fertilizer
41011,pet_refinery
41011,pulp_paper
41013,cement_concrete
41013,chemical
41013,food_bev
41013,pesticides_fertilizer
41013,pet_refinery
41013,pulp_paper
41015,cement_concrete
41015,iron_steel
41015,pesticides_fertilizer
41015,pet_refinery
41015,pulp_paper
41017,cement_concrete
41017,pulp_paper
41019,cement_concrete
41019,pet_refinery
41019,pulp_paper
41021,cement_concrete
41021,chemical
41021,iron_steel
41021,other
41021,pesticides_fertilizer
41021,pet_refinery
41021,pulp_paper
41023,cement_concrete
41023,chemical
41023,food_bev
41023,iron_steel
41023,pesticides_fertilizer
41023,pet_refinery
41023,pulp_paper
41025,cement_concrete
41025,chemical
41025,iron_steel
41025,pesticides_fertilizer
41025,pet_refinery
41025,pulp_paper
41027,cement_concrete
41027,iron_steel
41027,pesticides_fertilizer
41027,pet_refinery
41027,pulp_paper
41029,cement_concrete
41029,pesticides_fertilizer
41029,pulp_paper
41031,cement_concrete
41031,iron_steel
41031,pulp_paper
41033,cement_concrete
41033,iron_steel
41033,pet_refinery
41033,pulp_paper
41035,cement_concrete
41035,iron_steel
41035,pesticides_fertilizer
41035,pulp_paper
41037,cement_concrete
41037,chemical
41037,iron_steel
41037,pesticides_fertilizer
41037,pet_refinery
41037,pulp_paper
41039,cement_concrete
41041,cement_concrete
41041,iron_steel
41041,pesticides_fertilizer
41041,pulp_paper
41043,cement_concrete
41043,pet_refinery
41045,cement_concrete
41045,pet_refinery
41045,pulp_paper
41047,cement_concrete
41047,pulp_paper
41049,cement_concrete
41049,iron_steel
41049,pesticides_fertilizer
41049,pet_refinery
41051,cement_concrete
41053,cement_concrete
41053,pet_refinery
41053,pulp_paper
41055,cement_concrete
41055,chemical
41055,food_bev
41055,iron_steel
41055,pesticides_fertilizer
41055,pet_refinery
41055,pulp_paper
41057,cement_concrete
41057,iron_steel
41057,pesticides_fertilizer
41057,pulp_paper
41059,cement_concrete
41059,iron_steel
41059,pulp_paper
41061,cement_concrete
41061,iron_steel
41061,pulp_paper
41063,cement_concrete
41063,chemical
41063,pesticides_fertilizer
41063,pet_refinery
41063,pulp_paper
41065,cement_concrete
41065,chemical
41065,iron_steel
41065,pesticides_fertilizer
41065,pulp_paper
41067,cement_concrete
41067,pulp_paper
41069,cement_concrete
41069,chemical
41069,food_bev
41069,iron_steel
41069,pesticides_fertilizer
41069,pet_refinery
41069,pulp_paper
41071,cement_concrete
41071,iron_steel
41071,pesticides_fertilizer
41071,pet_refinery
41071,pulp_paper
42001,cement_concrete
42001,pet_refinery
42001,pulp_paper
42003,cement_concrete
42003,pulp_paper
42005,cement_concrete
42005,pet_refinery
42005,pulp_paper
42007,cement_concrete
42007,pesticides_fertilizer
42007,pulp_paper
42009,cement_concrete
42009,iron_steel
42009,pet_refinery
42009,pulp_paper
42013,cement_concrete
42013,pet_refinery
42015,cement_concrete
42015,iron_steel
42015,pulp_paper
42017,cement_concrete
42019,pulp_paper
42021,cement_concrete
42021,pesticides_fertilizer
42021,pulp_paper
42023,cement_concrete
42023,chemical
42023,food_bev
42023,iron_steel
42023,pesticides_fertilizer
42023,pet_refinery
42023,pulp_paper
42025,cement_concrete
42025,iron_steel
42025,pesticides_fertilizer
42025,pulp_paper
42027,cement_concrete
42027,pulp_paper
42029,cement_concrete
42031,cement_concrete
42031,iron_steel
42031,pesticides_fertilizer
42031,pet_refinery
42031,pulp_paper
42033,cement_concrete
42033,pesticides_fertilizer
42035,cement_concrete
42035,iron_steel
42035,pet_refinery
42035,pulp_paper
42037,cement_concrete
42037,pet_refinery
42037,pulp_paper
42039,cement_concrete
42039,pulp_paper
42041,cement_concrete
42043,cement_concrete
42043,pulp_paper
42045,cement_concrete
42045,iron_steel
42045,pesticides_fertilizer
42045,pulp_paper
42047,cement_concrete
42047,pesticides_fertilizer
42049,cement_concrete
42049,pulp_paper
42051,cement_concrete
42051,pesticides_fertilizer
42053,cement_concrete
42053,chemical
42053,food_bev
42053,iron_steel
42053,pesticides_fertilizer
42053,pet_refinery
42053,pulp_paper
42055,cement_concrete
42055,pulp_paper
42057,cement_concrete
42057,chemical
42057,iron_steel
42057,pesticides_fertilizer
42057,pulp_paper
42059,cement_concrete
42059,chemical
42059,food_bev
42059,iron_steel
42059,pesticides_fertilizer
42059,pulp_paper
42061,cement_concrete
42061,iron_steel
42061,pet_refinery
42063,cement_concrete
42063,iron_steel
42063,pesticides_fertilizer
42063,pulp_paper
42065,cement_concrete
42065,iron_steel
42065,pesticides_fertilizer
42065,pulp_paper
42067,cement_concrete
42067,iron_steel
42067,pet_refinery
42067,pulp_paper
42069,cement_concrete
42069,pesticides_fertilizer
42069,pet_refinery
42071,cement_concrete
42073,pulp_paper
42075,cement_concrete
42075,pulp_paper
42077,pulp_paper
42079,cement_concrete
42079,pesticides_fertilizer
42081,cement_concrete
42081,chemical
42081,pesticides_fertilizer
42081,pulp_paper
42083,cement_concrete
42083,pesticides_fertilizer
42083,pulp_paper
42085,cement_concrete
42085,pulp_paper
42087,cement_concrete
42087,pet_refinery
42087,pulp_paper
42089,cement_concrete
42089,iron_steel
42089,pesticides_fertilizer
42091,cement_concrete
42093,cement_concrete
42093,chemical
42093,iron_steel
42093,pesticides_fertilizer
42093,pet_refinery
42093,pulp_paper
42095,pulp_paper
42097,cement_concrete
42097,iron_steel
42097,pesticides_fertilizer
42097,pulp_paper
42099,cement_concrete
42099,iron_steel
42099,pet_refinery
42099,pulp_paper
42101,cement_concrete
42103,cement_concrete
42103,iron_steel
42103,pesticides_fertilizer
42103,pet_refinery
42103,pulp_paper
42105,cement_concrete
42105,chemical
42105,food_bev
42105,iron_steel
42105,pesticides_fertilizer
42105,pet_refinery
42105,pulp_paper
42107,cement_concrete
42107,pesticides_fertilizer
42107,pulp_paper
42109,cement_concrete
42109,chemical
42109,iron_steel
42109,pesticides_fertilizer
42109,pet_refinery
42109,pulp_paper
42111,cement_concrete
42111,pet_refinery
42111,pulp_paper
42113,cement_concrete
42113,chemical
42113,iron_steel
42113,pesticides_fertilizer
42113,pet_refinery
42113,pulp_paper
42115,cement_concrete
42115,iron_steel
42115,pesticides_fertilizer
42115,pet_refinery
42115,pulp_paper
42117,cement_concrete
42117,chemical
42117,iron_steel
42117,pesticides_fertilizer
42117,pet_refinery
42117,pulp_paper
42119,cement_concrete
42119,pulp_paper
42121,cement_concrete
42121,pulp_paper
42123,cement_concrete
42123,iron_steel
42123,pesticides_fertilizer
42123,pulp_paper
42125,cement_concrete
42125,pet_refinery
42125,pulp_paper
42127,cement_concrete
42127,chemical
42127,iron_steel
42127,pesticides_fertilizer
42127,pulp_paper
42129,cement_concrete
42129,pulp_paper
42131,cement_concrete
42131,iron_steel
42131,pesticides_fertilizer
42131,pet_refinery
44001,cement_concrete
44001,chemical
44001,pesticides_fertilizer
44001,pet_refinery
44001,pulp_paper
44003,cement_concrete
44003,pesticides_fertilizer
44005,cement_concrete
44005,iron_steel
44005,pesticides_fertilizer
44005,pet_refinery
44005,pulp_paper
44007,cement_concrete
44009,cement_concrete
44009,pulp_paper
45001,cement_concrete
45001,food_bev
45001,iron_steel
45001,pesticides_fertilizer
45001,pet_refinery
45001,pulp_paper
45003,cement_concrete
45003,pet_refinery
45005,cement_concrete
45005,iron_steel
45005,pesticides_fertilizer
45005,pet_refinery
45005,pulp_paper
45007,cement_concrete
45007,pet_refinery
45007,pulp_paper
45009,cement_concrete
45009,food_bev
45009,iron_steel
45009,pet_refinery
45009,pulp_paper
45011,cement_concrete
45011,chemical
45011,food_bev
45011,pesticides_fertilizer
45011,pet_refinery
45011,pulp_paper
45013,cement_concrete
45013,iron_steel
45013,pesticides_fertilizer
45013,pulp_paper
45015,cement_concrete
45015,pesticides_fertilizer
45015,pet_refinery
45015,pulp_paper
45017,cement_concrete
45017,chemical
45017,pesticides_fertilizer
45017,pet_refinery
45017,pulp_paper
45019,cement_concrete
45021,cement_concrete
45021,iron_steel
45021,pesticides_fertilizer
45021,pet_refinery
45021,pulp_paper
45023,cement_concrete
45023,pulp_paper
45025,cement_concrete
45025,chemical
45025,pesticides_fertilizer
45025,pulp_paper
45027,cement_concrete
45027,food_bev
45027,iron_steel
45027,pet_refinery
45027,pulp_paper
45029,cement_concrete
45029,iron_steel
45029,pet_refinery
45029,pulp_paper
45031,cement_concrete
45031,pesticides_fertilizer
45031,pet_refinery
45033,cement_concrete
45033,chemical
45033,pesticides_fertilizer
45033,pet_refinery
45033,pulp_paper
45035,iron_steel
45035,pesticides_fertilizer
45037,cement_concrete
45037,food_bev
45037,iron_steel
45037,pesticides_fertilizer
45037,pet_refinery
45037,pulp_paper
45039,cement_concrete
45039,iron_steel
45039,pesticides_fertilizer
45039,pet_refinery
45039,pulp_paper
45041,cement_concrete
45043,cement_concrete
45043,food_bev
45043,iron_steel
45045,cement_concrete
45045,pesticides_fertilizer
45047,cement_concrete
45047,iron_steel
45047,pesticides_fertilizer
45047,pulp_paper
45049,cement_concrete
45049,chemical
45049,food_bev
45049,pesticides_fertilizer
45049,pet_refinery
45049,pulp_paper
45051,cement_concrete
45051,pulp_paper
45053,cement_concrete
45053,chemical
45053,iron_steel
45053,pesticides_fertilizer
45053,pulp_paper
45055,cement_concrete
45055,pesticides_fertilizer
45055,pet_refinery
45055,pulp_paper
45057,cement_concrete
45057,iron_steel
45057,pesticides_fertilizer
45057,pulp_paper
45059,cement_concrete
45059,food_bev
45059,pesticides_fertilizer
45059,pet_refinery
45059,pulp_paper
45061,cement_concrete
45061,iron_steel
45061,pet_refinery
45061,pulp_paper
45063,cement_concrete
45063,pesticides_fertilizer
45063,pulp_paper
45065,cement_concrete
45065,chemical
45065,food_bev
45065,iron_steel
45065,pesticides_fertilizer
45065,pet_refinery
45065,pulp_paper
45067,cement_concrete
45067,iron_steel
45067,pesticides_fertilizer
45067,pet_refinery
45069,cement_concrete
45069,iron_steel
45069,pesticides_fertilizer
45069,pet_refinery
45071,cement_concrete
45071,iron_steel
45071,pet_refinery
45073,cement_concrete
45073,pesticides_fertilizer
45073,pulp_paper
45075,iron_steel
45075,pulp_paper
45077,cement_concrete
45077,iron_steel
45077,pulp_paper
45079,cement_concrete
45079,iron_steel
45081,cement_concrete
45081,iron_steel
45081,pet_refinery
45081,pulp_paper
45083,cement_concrete
45085,cement_concrete
45085,pulp_paper
45087,cement_concrete
45087,food_bev
45087,iron_steel
45087,pesticides_fertilizer
45087,pet_refinery
45087,pulp_paper
45089,cement_concrete
45089,iron_steel
45089,pet_refinery
45089,pulp_paper
45091,cement_concrete
45091,pesticides_fertilizer
45091,pulp_paper
46003,cement_concrete
46003,chemical
46003,food_bev
46003,iron_steel
46003,pesticides_fertilizer
46003,pet_refinery
46003,pulp_paper
46005,cement_concrete
46005,iron_steel
46005,pesticides_fertilizer
46005,pulp_paper
46007,cement_concrete
46007,chemical
46007,iron_steel
46007,other
46007,pesticides_fertilizer
46007,pet_refinery
46007,pulp_paper
46009,cement_concrete
46009,food_bev
46009,iron_steel
46009,pesticides_fertilizer
46009,pet_refinery
46009,pulp_paper
46011,cement_concrete
46011,iron_steel
46011,pesticides_fertilizer
46011,pet_refinery
46011,pulp_paper
46013,cement_concrete
46013,pulp_paper
46015,cement_concrete
46015,chemical
46015,iron_steel
46015,pesticides_fertilizer
46015,pet_refinery
46015,pulp_paper
46017,cement_concrete
46017,chemical
46017,food_bev
46017,iron_steel
46017,other
46017,pesticides_fertilizer
46017,pet_refinery
46017,pulp_paper
46019,cement_concrete
46019,chemical
46019,iron_steel
46019,pesticides_fertilizer
46019,pet_refinery
46019,pulp_paper
46021,cement_concrete
46021,chemical
46021,iron_steel
46021,pesticides_fertilizer
46021,pet_refinery
46021,pulp_paper
46023,cement_concrete
46023,chemical
46023,iron_steel
46023,pesticides_fertilizer
46023,pet_refinery
46023,pulp_paper
46025,cement_concrete
46025,chemical
46025,iron_steel
46025,pesticides_fertilizer
46025,pet_refinery
46025,pulp_paper
46027,cement_concrete
46027,iron_steel
46027,pet_refinery
46027,pulp_paper
46029,cement_concrete
46029,pesticides_fertilizer
46029,pulp_paper
46031,cement_concrete
46031,chemical
46031,food_bev
46031,iron_steel
46031,pesticides_fertilizer
46031,pet_refinery
46031,pulp_paper
46033,cement_concrete
46033,chemical
46033,food_bev
46033,iron_steel
46033,pesticides_fertilizer
46033,pet_refinery
46033,pulp_paper
46035,cement_concrete
46035,iron_steel
46035,pulp_paper
46037,cement_concrete
46037,chemical
46037,iron_steel
46037,pesticides_fertilizer
46037,pet_refinery
46037,pulp_paper
46039,cement_concrete
46039,food_bev
46039,pesticides_fertilizer
46039,pet_refinery
46039,pulp_paper
46041,cement_concrete
46041,chemical
46041,food_bev
46041,iron_steel
46041,pesticides_fertilizer
46041,pet_refinery
46041,pulp_paper
46043,cement_concrete
46043,chemical
46043,iron_steel
46043,pesticides_fertilizer
46043,pet_refinery
46043,pulp_paper
46045,cement_concrete
46045,iron_steel
46045,pesticides_fertilizer
46045,pet_refinery
46045,pulp_paper
46047,cement_concrete
46047,chemical
46047,food_bev
46047,iron_steel
46047,pesticides_fertilizer
46047,pet_refinery
46047,pulp_paper
46049,cement_concrete
46049,chemical
46049,food_bev
46049,iron_steel
46049,pesticides_fertilizer
46049,pet_refinery
46049,pulp_paper
46051,cement_concrete
46051,iron_steel
46051,pesticides_fertilizer
46051,pet_refinery
46051,pulp_paper
46053,cement_concrete
46053,chemical
46053,food_bev
46053,iron_steel
46053,pesticides_fertilizer
46053,pet_refinery
46053,pulp_paper
46055,cement_concrete
46055,chemical
46055,food_bev
46055,iron_steel
46055,pesticides_fertilizer
46055,pet_refinery
46055,pulp_paper
46057,cement_concrete
46057,iron_steel
46057,pesticides_fertilizer
46057,pet_refinery
46057,pulp_paper
46059,cement_concrete
46059,chemical
46059,iron_steel
46059,pesticides_fertilizer
46059,pet_refinery
46059,pulp_paper
46061,cement_concrete
46061,chemical
46061,food_bev
46061,iron_steel
46061,pesticides_fertilizer
46061,pet_refinery
46061,pulp_paper
46063,cement_concrete
46063,chemical
46063,food_bev
46063,iron_steel
46063,pesticides_fertilizer
46063,pet_refinery
46063,pulp_paper
46065,cement_concrete
46065,iron_steel
46065,pet_refinery
46065,pulp_paper
46067,cement_concrete
46067,iron_steel
46067,pet_refinery
46067,pulp_paper
46069,cement_concrete
46069,chemical
46069,food_bev
46069,iron_steel
46069,other
46069,pesticides_fertilizer
46069,pet_refinery
46069,pulp_paper
46071,cement_concrete
46071,chemical
46071,iron_steel
46071,other
46071,pesticides_fertilizer
46071,pet_refinery
46071,pulp_paper
46073,cement_concrete
46073,chemical
46073,iron_steel
46073,pesticides_fertilizer
46073,pet_refinery
46073,pulp_paper
46075,cement_concrete
46075,food_bev
46075,iron_steel
46075,other
46075,pet_refinery
46075,pulp_paper
46077,cement_concrete
46077,food_bev
46077,iron_steel
46077,pet_refinery
46077,pulp_paper
46079,cement_concrete
46079,pet_refinery
46079,pulp_paper
46081,cement_concrete
46081,iron_steel
46081,pesticides_fertilizer
46081,pet_refinery
46081,pulp_paper
46083,cement_concrete
46083,pet_refinery
46083,pulp_paper
46085,cement_concrete
46085,chemical
46085,iron_steel
46085,other
46085,pesticides_fertilizer
46085,pet_refinery
46085,pulp_paper
46087,cement_concrete
46087,food_bev
46087,iron_steel
46087,pet_refinery
46087,pulp_paper
46089,cement_concrete
46089,chemical
46089,pesticides_fertilizer
46089,pet_refinery
46089,pulp_paper
46091,cement_concrete
46091,chemical
46091,food_bev
46091,iron_steel
46091,pesticides_fertilizer
46091,pet_refinery
46091,pulp_paper
46093,cement_concrete
46093,iron_steel
46093,pesticides_fertilizer
46093,pet_refinery
46093,pulp_paper
46095,cement_concrete
46095,chemical
46095,food_bev
46095,iron_steel
46095,other
46095,pesticides_fertilizer
46095,pet_refinery
46095,pulp_paper
46097,cement_concrete
46097,chemical
46097,food_bev
46097,iron_steel
46097,pesticides_fertilizer
46097,pet_refinery
46097,pulp_paper
46099,cement_concrete
46101,cement_concrete
46101,food_bev
46101,iron_steel
46101,pet_refinery
46101,pulp_paper
46102,cement_concrete
46102,chemical
46102,food_bev
46102,iron_steel
46102,other
46102,pesticides_fertilizer
46102,pet_refinery
46102,pulp_paper
46103,pet_refinery
46103,pulp_paper
46105,cement_concrete
46105,chemical
46105,iron_steel
46105,pesticides_fertilizer
46105,pet_refinery
46105,pulp_paper
46107,cement_concrete
46107,chemical
46107,iron_steel
46107,pesticides_fertilizer
46107,pet_refinery
46107,pulp_paper
46109,cement_concrete
46109,iron_steel
46109,pesticides_fertilizer
46109,pet_refinery
46109,pulp_paper
46111,cement_concrete
46111,chemical
46111,iron_steel
46111,pesticides_fertilizer
46111,pet_refinery
46111,pulp_paper
46115,cement_concrete
46115,iron_steel
46115,pesticides_fertilizer
46115,pet_refinery
46115,pulp_paper
46117,cement_concrete
46117,food_bev
46117,iron_steel
46117,pet_refinery
46117,pulp_paper
46119,cement_concrete
46119,chemical
46119,iron_steel
46119,other
46119,pesticides_fertilizer
46119,pet_refinery
46119,pulp_paper
46121,cement_concrete
46121,chemical
46121,food_bev
46121,iron_steel
46121,pesticides_fertilizer
46121,pet_refinery
46121,pulp_paper
46123,cement_concrete
46123,iron_steel
46123,pet_refinery
46123,pulp_paper
46125,cement_concrete
46125,iron_steel
46125,pet_refinery
46125,pulp_paper
46127,cement_concrete
46127,iron_steel
46127,pet_refinery
46127,pulp_paper
46129,cement_concrete
46129,chemical
46129,iron_steel
46129,pesticides_fertilizer
46129,pet_refinery
46129,pulp_paper
46135,cement_concrete
46135,chemical
46135,iron_steel
46135,pesticides_fertilizer
46135,pet_refinery
46135,pulp_paper
46137,cement_concrete
46137,chemical
46137,food_bev
46137,iron_steel
46137,pesticides_fertilizer
46137,pet_refinery
46137,pulp_paper
47001,cement_concrete
47001,pesticides_fertilizer
47001,pulp_paper
47003,cement_concrete
47003,pesticides_fertilizer
47003,pet_refinery
47003,pulp_paper
47005,cement_concrete
47005,chemical
47005,food_bev
47005,pesticides_fertilizer
47005,pet_refinery
47005,pulp_paper
47007,cement_concrete
47007,food_bev
47007,iron_steel
47007,pesticides_fertilizer
47007,pet_refinery
47007,pulp_paper
47009,cement_concrete
47009,pet_refinery
47009,pulp_paper
47011,cement_concrete
47011,iron_steel
47011,pet_refinery
47011,pulp_paper
47013,cement_concrete
47013,iron_steel
47013,pesticides_fertilizer
47013,pulp_paper
47015,cement_concrete
47015,chemical
47015,pesticides_fertilizer
47015,pet_refinery
47015,pulp_paper
47017,cement_concrete
47017,food_bev
47017,iron_steel
47017,pet_refinery
47017,pulp_paper
47019,cement_concrete
47019,chemical
47019,food_bev
47019,iron_steel
47019,pesticides_fertilizer
47019,pet_refinery
47019,pulp_paper
47021,cement_concrete
47021,chemical
47021,pesticides_fertilizer
47021,pet_refinery
47021,pulp_paper
47023,cement_concrete
47023,chemical
47023,food_bev
47023,iron_steel
47023,pesticides_fertilizer
47023,pet_refinery
47023,pulp_paper
47025,cement_concrete
47025,chemical
47025,food_bev
47025,iron_steel
47025,pesticides_fertilizer
47025,pulp_paper
47027,cement_concrete
47027,food_bev
47027,iron_steel
47027,pesticides_fertilizer
47027,pet_refinery
47027,pulp_paper
47029,cement_concrete
47029,iron_steel
47029,pesticides_fertilizer
47029,pet_refinery
47029,pulp_paper
47031,cement_concrete
47031,pesticides_fertilizer
47031,pet_refinery
47031,pulp_paper
47033,cement_concrete
47033,iron_steel
47033,pet_refinery
47033,pulp_paper
47035,cement_concrete
47035,pesticides_fertilizer
47035,pet_refinery
47035,pulp_paper
47037,cement_concrete
47039,cement_concrete
47039,food_bev
47039,iron_steel
47039,pesticides_fertilizer
47039,pulp_paper
47041,cement_concrete
47041,iron_steel
47041,pesticides_fertilizer
47041,pet_refinery
47041,pulp_paper
47043,cement_concrete
47043,pesticides_fertilizer
47043,pulp_paper
47045,cement_concrete
47045,iron_steel
47045,pulp_paper
47047,cement_concrete
47047,iron_steel
47047,pesticides_fertilizer
47047,pulp_paper
47049,cement_concrete
47049,iron_steel
47049,pesticides_fertilizer
47049,pet_refinery
47049,pulp_paper
47051,cement_concrete
47051,pesticides_fertilizer
47051,pet_refinery
47051,pulp_paper
47053,cement_concrete
47053,iron_steel
47055,cement_concrete
47055,iron_steel
47055,pesticides_fertilizer
47055,pet_refinery
47055,pulp_paper
47057,cement_concrete
47057,iron_steel
47057,pesticides_fertilizer
47057,pet_refinery
47057,pulp_paper
47059,cement_concrete
47059,pet_refinery
47059,pulp_paper
47061,cement_concrete
47061,chemical
47061,iron_steel
47061,pesticides_fertilizer
47061,pet_refinery
47061,pulp_paper
47063,cement_concrete
47063,pesticides_fertilizer
47063,pet_refinery
47063,pulp_paper
47067,cement_concrete
47067,chemical
47067,food_bev
47067,iron_steel
47067,pesticides_fertilizer
47067,pet_refinery
47067,pulp_paper
47069,cement_concrete
47069,chemical
47069,iron_steel
47069,pesticides_fertilizer
47069,pet_refinery
47069,pulp_paper
47071,cement_concrete
47071,iron_steel
47071,pesticides_fertilizer
47071,pet_refinery
47073,cement_concrete
47073,food_bev
47073,iron_steel
47073,pesticides_fertilizer
47073,pet_refinery
47073,pulp_paper
47075,cement_concrete
47075,iron_steel
47075,pet_refinery
47077,cement_concrete
47077,chemical
47077,iron_steel
47077,pesticides_fertilizer
47077,pulp_paper
47079,cement_concrete
47079,chemical
47079,iron_steel
47079,pesticides_fertilizer
47079,pulp_paper
47081,cement_concrete
47081,chemical
47081,iron_steel
47081,pesticides_fertilizer
47081,pet_refinery
47081,pulp_paper
47083,cement_concrete
47083,chemical
47083,food_bev
47083,iron_steel
47083,pesticides_fertilizer
47083,pet_refinery
47083,pulp_paper
47085,cement_concrete
47085,food_bev
47085,pesticides_fertilizer
47085,pulp_paper
47087,cement_concrete
47087,food_bev
47087,pesticides_fertilizer
47087,pet_refinery
47087,pulp_paper
47089,cement_concrete
47089,chemical
47089,iron_steel
47089,pesticides_fertilizer
47089,pet_refinery
47089,pulp_paper
47091,cement_concrete
47091,chemical
47091,food_bev
47091,iron_steel
47091,pesticides_fertilizer
47091,pulp_paper
47095,cement_concrete
47095,chemical
47095,food_bev
47095,iron_steel
47095,pesticides_fertilizer
47095,pet_refinery
47095,pulp_paper
47097,cement_concrete
47097,chemical
47097,food_bev
47097,iron_steel
47097,pesticides_fertilizer
47097,pulp_paper
47099,cement_concrete
47099,chemical
47099,iron_steel
47099,pesticides_fertilizer
47099,pet_refinery
47101,cement_concrete
47101,food_bev
47101,iron_steel
47101,pesticides_fertilizer
47101,pet_refinery
47101,pulp_paper
47103,cement_concrete
47103,pesticides_fertilizer
47103,pulp_paper
47105,cement_concrete
47105,pesticides_fertilizer
47105,pulp_paper
47107,cement_concrete
47107,pesticides_fertilizer
47107,pet_refinery
47107,pulp_paper
47109,cement_concrete
47109,chemical
47109,iron_steel
47109,pesticides_fertilizer
47109,pulp_paper
47111,cement_concrete
47111,iron_steel
47111,pesticides_fertilizer
47111,pet_refinery
47111,pulp_paper
47113,cement_concrete
47113,pulp_paper
47115,cement_concrete
47115,iron_steel
47115,pesticides_fertilizer
47115,pet_refinery
47115,pulp_paper
47117,cement_concrete
47117,iron_steel
47117,pesticides_fertilizer
47117,pet_refinery
47117,pulp_paper
47119,cement_concrete
47119,pesticides_fertilizer
47119,pulp_paper
47121,cement_concrete
47121,iron_steel
47121,pesticides_fertilizer
47121,pet_refinery
47121,pulp_paper
47123,cement_concrete
47123,pesticides_fertilizer
47123,pet_refinery
47123,pulp_paper
47125,cement_concrete
47125,pulp_paper
47127,cement_concrete
47127,chemical
47127,iron_steel
47127,other
47127,pesticides_fertilizer
47127,pet_refinery
47127,pulp_paper
47129,cement_concrete
47129,iron_steel
47129,pesticides_fertilizer
47129,pet_refinery
47129,pulp_paper
47131,cement_concrete
47131,iron_steel
47131,pesticides_fertilizer
47131,pet_refinery
47131,pulp_paper
47133,cement_concrete
47133,chemical
47133,iron_steel
47133,pesticides_fertilizer
47133,pet_refinery
47133,pulp_paper
47135,cement_concrete
