from_id,to_id,from_fraction
2014,,0
2016,,0
2018,2018,1
2020,,0
2022,,0
2022,2023,0.5
2024,2023,0.5
2024,2024,1
2024,2025,0.5
2026,2025,0.5
2030,2030,1
2032,,0
2034,2035,0.5
2036,2035,0.5
2038,,0
2040,2040,1
2042,,0
2044,2045,0.5
2046,2045,0.5
2048,,0
2050,2050,1
